index;headline_text
1417;valores da UOL cobrado do cliente indevidamente e sem querer devolver.
1418;Pagar para sacar um dinheiro que ja pagou variaa taxas isso é absurdo
1419;Poderia liberar a transferência após a venda
1420;Nenhum
1421;As vantagens que eram anteriormente oferecidas ,como : pagamento de contas ,que para o modelo da Minizinha foi desativado
1422;Bateria mto ruim das maquininhas
1423;Não entendo direito os descontos
1424;Preciso de um atendimento ao cliente que seja bom ,minha máquina parou e não consigo falar com ninguém 
1425;Muito juros
1426;Valor de aquisição da maquininha 
1427;Receber os valores a das vendas no mesmo dia 
1428;Preciso da ajuda de vocês e vocês sao incomunicáveis. Falta de atencao ao cliente de voces terrivel
1429;Transferência para conta automatica
1430;Desenvolver um PDV
1431;O serviço de atendimento aos clientes é muito ruim e não ajuda a resolver os problemas.
1432;Tenho uma moderninha WI-FI e apresentou problema pela 3Âª vez. Ao retirar o chip ela funciona, então para não ter que fazer o 4Â° processo de substituição vou utilizando somente com a rede WI-FI. Lamentável
1433;Ter um tipo de plano que se eu vender em 10x eu receber em 10x com juros menores 
1434;A lentidão da máquina 
1435;Informações, minha máquina não conecta no meu telefone 
1436;Não gostei do meu nome é CPF na máquina visÃ­vel 
1437;fornecer cartão credito e debito
1438;Demora para o dinheiro cair na conta,antes era mais rápido
1439;O aplicativo é ruim, outra pedi um cartão paguei dia 3 é pra chegar amanhÃ£. Veio um e-mail dizendo que o prazo de pagamento espirou. Como se paguei no vencimento
1440;Cartao alimento  e refeição 
1441;É osso.
1442;Não existe melhoria do sistema, complicando as transações. Não existe resolução de problemas do site.
1443;Taxas cobradas são altas em relação a concorrência
1444;O que mais prejudica as vendas na maquininha são as taxas dos juros, pois os clientes preferem pagar em dinheiro ou parcelar utilizando cheques, tudo para evitar os juros.
1445;E preciso encontrar uma forma para que  o cliente ao cancelar uma venda digitada possa provar o por que que ele cancelou a compra. Eu por exemplo já tiver algumas perdas e isso não é bom para nos 
1446;Link para pagamento sempre da erro 
1447;altos juros nas taxas e preciso baixar.
1448;atendimento mais facilitado via tel. 
1449;Melhorar a conexão 
1450;bateria pouca duraçao
1451;Taxas muito altas..tenho uma outra máquina de outra operadora q faço de tudo pra não.usar...mas infelizmente as taxas da PagSeguro  eh muito alta
1452;Resolver o problema de cobrança errada
1453;Pq fiz 2 solicitação de adesivo de bandeira nunca recebi
1454;possibilidade de emprestimos com desconto na maquina (venda
1455;As txs são mas s altas que as da concorrência , minha moderninha não estava funcionando, demorou muiiiiiito para receber a nova e ela não veio cadastrara no meu cpf, não pude usar . Já encomendei outra na concorrência 
1456;Incapacidade ou incompetência na solução de problemas técnicos
1457;Aceitar refeição (pessoa fí­sica)
1458;Efetuei o processo de troca da maquininha, porém veio outra igual a minha que atualmente o valor está bem abaixo do que paguei no começo. Pelo certo deveria receber outra máquina referente ao valor pago pela primeira compra!!!
1459;baixa as taixas 
1460;Receber o valor das vendas no mesmo instante, semelhante ao sistema concorrente.
1461;Resolução mais rápida de problemas 
1462;Liberar p/ recebimento de vouche sem cnpj
1463;vender recargas
1464;Fala que recebe os cartão alimentÃ­cio mas não recebe .. depois que compra a máquina fala que tem que ter outo CNPJ chato isso ..
1465;Vocês cobram  pra fazer a transferência ?
1466;Depois falo
1467;Baixar um pouco.mais as taxas de jurospara paraque possamos efetuar os pagamentos em mais vezes.
1468;depois de terem cancelado varias vendas minhas oline  , mudei para o mercado pago , nunca mais tive devolução , só uso a maquina de  vcs 
1469;Taxas do crédito muito alto, se for pra receber no dia seguinte a taxa é mais alta ainda, fora da realidade
1470;Gosto pq não tem mensalidades mas os juros do parcelamento muito altos.
1471;Aceitar cartão corporativo. 
1472;Breve comprarei outra máquina, e as propostas dos concorrentes estão muito mais atrativas que as da pague seguro
1473;Falhas no plano recorrente 
1474;Sinal tá pessimo
1475;Depois de aceito o valor da corrida vem a mensagem que o calor está bloqueado isto deveria ser feito na  hora que estamos passando o cartão do cliente há tive três valores bloqueados prejuí­zo sequencialmente  
1476;Opção pagar boletos.
1477;Aceitar tickets mesmo sem ter CNPJ
1478;Falta de informação em seu banco de dados 
1479;Demora para autorizar a compra
1480;Parcelamento com melhores taxas
1481;A bateria descarrega rápido de mais
1482;As taxas não são competitivas
1483;promete uma coisa faz outra a propria vontade sem avisar
1484;reduzir as taxas que são cobradas
1485;Comprei uma máquina com vcs, e tinha direito a taxa 0 e não colocaram, desde o dia 5 de novembro não obtive uma resposta para o meu problema. Já reclamei varias vezes n não incluiram a taxa 0. Protocolo de reclamação  614024989
1486;Acho quê podia ter menos descontos
1487;Decepção preciso usar a máquina no chip já pedi ajuda chip não funciona
1488;Receber avisos de saldo por sms
1489;Atrasado  os desbloqueio
1490;A máquina da muito problema 
1491;Responder os emails quando mandamos
1492;oferecer as maquinas modernas sem custo adicional para quem ja tem um modelo mais antigo
1493;Pagamento de contas pelo APP como tinha antigamente 
1494;Facilidade de migrar para recebimento 1 dia, mesmo não  habilitado anteriormente 
1495;Estou quase trocando de máquina devida a taxa de parcelamento ser muito alta
1496;Reduzir o valor da taxa 
1497;As taxas me oferecidas nao foram cumpridas
1498;Cartao deve débito indevido na minha conta e fui informada que devo esperar 60 dias ( absurdo) para ter meu dinheiro resarcido!!  
1499;Banricompras pre datado... não somente débito
1500;Não aceita o iOS 
1501;Aceitar vale refeição e vale alimentação. 
1502;Poder transferir de contas do pág seguro 
1503;Tem lugares do interior que não pega
1504;Extorno complicado e limitado.
1505;Desbloquear dinheiro de uma venda feita e fazer o que promete nas ligações e principalmente arrumar o aplicativo q não presta pra nada. Tenho perdido várias vendas porq o aplicativo não funciona 
1506;ATENTAR QUANDO UM CLIENTE ALEGA QUE NÃƒO ESTÃ SATISFEITO.
1507;Vender crédito pela PagSeguro 
1508;Estar usando a maquina a 1 ano e nao tento retorno de credito. Agora estou com a cielo.
1509;Possibilidade de conectar  máquina com impressora bluetooth
1510;Existem outras opções de maquineta com taxas menores
1511;Quando precisa de contato para resolver algo é uma luta.
1512;O aplicativo sai do celular e nunca consigo colocar a senha que tenho não da certo ai tenho que pedir ajuda pra terceiros,e meu trabalho e muito cansativo, estou quase 2 meses sem usar a maquina porque não tenho tempo de ir pedir ajuda
1513;Comprei essa máquina tive problemas com ela e quando liguei apenas disseram que espiro a garantia faz 20 dias agora vc pode comprá outra paguei por ela e acredito que se teve algum problema vcs teriam que resolver 
1514;Fazer Recarga Para Celular
1515;Propaganda enganosa,disse que teria isençãode 2 a 3 meses grátis sem tarifa de desconto.pois não aconteceu.
1516;Na troca enviar uma máquina nova pra podermos enviar a nossa sem ter que ficar sem máquina
1517;Receber Ã  prazo e não no máximo em 30 dias
1518;Duração da bateria da máquina
1519;Tive problema com o chip da maquina demorou muito para entrega de outro, fiquei muito decepcionada com a empresa.
1520;A bateria é uma porcaria não dura nada.deveriam avisar quando a gente compra
1521;Aceitar débito no aplicativo 
1522;Máquina descarrega bateria muito rápido e demora para recarregar 
1523;Diminuir taxas
1524;Taxas um pouco altas para quem tem pequeno negócio
1525;O atendimento por e-mail ou telefone é sofrí­vel
1526;No parcelado 
1527;Poder transferir para conta poupança
1528;Transferência para a conta bancária na mesma hora, como é no cartão.
1529;agilidade!!!
1530;Pagamento de contas com código de barra e não consigo cadastrar minha conta bancária 
1531;Nao recomendo a ninguem e faco propaganda contra. Tente algum de vcs negociar as taxas....eu tenho 3 meses que ligo e mando email sem retorno algum. vergonha total
1532;trocar maquina antiga por nova sem custo
1533;Por ex, melhorar as funções de cadastramento dos produtos na loja  tipo, cadastrar mais de um produto por vez e também adicionar (carrinho) para comodidadde do cliente em adquirir mais que um produto na mesma compra! 
1534;As taxas em parcelamento são muito altas inclusive tenho uma Maquiné ta da sumap para vender coisas de maior valor 
1535;Falta de monitoramento e rapidez na entrega do NOSSO dinheiro
1536;Muitas falha no grps é perda de dinheiro
1537;Cancelamento de compra e extrato do cliente
1538;Maior liberação de empréstimo 
1539;Receber minhas vendas na hora e  entrar direto no cartão sem precisar transferir e aguardar mais uma hora para entrar, pois no mercado pago entra na hora e direto no cartão 
1540;Poderia ter um programa pra incentivar a troca das máquininhas antigas dando um desconto pras novas
1541;Não tenho opção de receber parcelado. O juro cobrado da antecipação é muito alto. 
1542;Taxa de saque com cartão é muito vc alta pois o limite é  de apenas 1.000/  se precisar de 1.200 terei vc que pagar duas  (2 ) taxa.
1543;O cliente efetua a compra,cancela e vcs retiram meu  dinheiro de outras vendas passado meses e repassa para eles,péssima experiência não indico para ninguém.
1544;Taxa alta
1545;clientes deveriam ter um preço melhor na maquina caso deseja-se trocar de modelo de maquina
1546;Bateria da maquininha
1547;Melhorar sinal do wi-fi e de rede.
1548;Existem máquinas com juros menores
1549;Enrolação para transferir o dinheiro da conta pag seguro para o cartão, há mais de 3 meses estou esperando. Se tivesse uma nota q valesse menos que zero eu daria a vocês 
1550;Pagar contas com minha conta.
1551;Foi cobrado de mim alem da taxa estipulada
1552;Aplicativos no tablet
1553;Facilitar a troca de máquinas para quem já e cliente pague seguro
1554;Tenho 2 Moderninhas PRO em meu comércio, utilizo as máquinas por 1 ano. Notei que já tive que enviar minhas máquinas várias vezes para substituição, poderiam fazer um produto mais durável.
1555;Como identificar  a transferência  a ser feita pra minha conta. 
1556;Taxas menores nos saques 24h
1557;Divisão das parcelas no créditonão só ser antecipado! Não t2nho ainda a opção de receber na proporção que foi vendido com taxas altas
1558;Exemplo eu reallzo uma venda hoje e so no outro dia e que posso solicitar o resgate somente no outro dia e que o dinheiro entra na minha conta bancaria, muito demorado
1559;4 meses com a conta bloqueada. Ainda esta com bloqueio
1560;Bateria de pessima duracao, mudar para uma melhor.
1561;Já fiz a troca 2 vezes a terceira já tem um mês que enviei e não tive retorno do resultado
1562;Maior assistência no atendimento, maior explicação de como prosseguir em certos casos 
1563;Estou com o cartão bloqueado desde sábado e até agora não consegui receber o dinheiro
1564;Valor disponÃ­vel no app vendas e no app da minha conta não aparece
1565;Ter acesso a pag seguro e a meu dinheiro com mais facilidade. É receber os cartões de ticket alimentação 
1566;Opção de troca por máquinas nova
1567;Tempo para receber pagamentos de vendas online
1568;Reduzir o valor das taxas
1569;A máquina só vive dando defeitos 
1570;Taxa de saque muito alta
1571;Pagar contas pelo Pag seguro
1572;Vê esse negócio de contestação disputa que os cliente então recebendo produto e colocando você na disputa ou cancelado a compra quando estão com os produto já 
1573;Entender como as taxas são cobradas e as taxas são muito altas
1574;app não atualizando 
1575;Já troquei minha moderninha pro 3 vezes e ainda e sempre vem com um defeito diferente. 
1576;No último mês demora a atualizar o extrato e e-mails de confirmação
